class,comment,date,difficultyRatingRounded,qualityRating,thumbsDownTotal,thumbsUpTotal,professor,department,avgRating
PHIL260,"The only stimuli in this class is the prof pacing in front of the class while raising his arms a lot. He goes off on a dozen tangents each lecture making it hard to figure out what he is trying to say. Doesn't really hold many people's attention, and doesn't foster any class discussion on the topics. Upside: easy course to get through.",2017-11-09 10:44:24 +0000 UTC,2,2,0,1,Michael Jacovides,Philosophy,3.4
PHIL110,"Personally, very interesting guy, that's what you what in your philosophy professor",2016-05-03 16:24:44 +0000 UTC,2,4,0,1,Michael Jacovides,Philosophy,3.4
PHIL303,"Yes, Jacovides courses are difficult, but if you don't take it personally, you can learn a lot from him. He, more than anyone else, made me the philosophical writer I am today.",2013-05-08 10:48:04 +0000 UTC,5,5,0,0,Michael Jacovides,Philosophy,3.4
PHIL120H,"Dr. Jacovides has a difficult job: teaching logic & reason to people who have never had their world-views significantly challenged. He is patient & kind even to those angrily explaining that their deity is THE right answer & no other ideas should be discussed. For me, this low grade led to richer understanding & many higher grades going forward.",2012-07-22 14:43:36 +0000 UTC,4,5,0,0,Michael Jacovides,Philosophy,3.4
PHIL303,"At first I was not crazy about Dr. Jacovides; he seemed to have that supercilious attitude that others are suggesting. But honestly, he isn't. He isn't outspoken or warming so it seems like this at first. He is a good professor in that he is incredibly helpful AND kind outside of class. He actually does care about his students. He's funny too.",2011-11-18 18:16:01 +0000 UTC,2,4,0,0,Michael Jacovides,Philosophy,3.4
PHILO330,"Very knowledgable. Wry sense of humor...but: he mumbles, and he stalks back and forth which is rather distracting. He tends toward arcane phil. terminology and is not at all clear or precise. Class interaction is low becuase he appears to harbor a supercilious attitude toward students. His grading is fair but his expectations are unrealisitc.",2010-07-11 13:40:25 +0000 UTC,5,2,0,1,Michael Jacovides,Philosophy,3.4
PHIL110,"He gives out handouts/notes so you dont have to take any. He doesnt give quizzes over reading like other professors. Attendance is not mandatory. The exams are take-home exams. I dont think he could make the class easier. I never bought the assigned reading, and you don't need it. Everything you need to know you can learn online.",2010-05-06 04:06:28 +0000 UTC,1,4,0,1,Michael Jacovides,Philosophy,3.4
PHIL110,"Worst professor I've ever had. Very hard to understanding, scatter-brained. Does not respond when you say you need help. Doesn't take other people's perspectives into account and think he's always right. When he is not.",2010-04-17 19:06:53 +0000 UTC,4,2,4,0,Michael Jacovides,Philosophy,3.4
PHIL301,"Great professor. not interested in history of ancient philosophy before taking the class, but loved the class. Taking another class with him because he's a great teacher. Interesting and clear about the course material.",2010-03-10 22:58:31 +0000 UTC,4,5,0,2,Michael Jacovides,Philosophy,3.4
PHIL303,"Very challenging class, but Jacovides was great.  If you're not into straight lecture/ discussion then philosophy in general might not be for you. He knew his stuff and was very approachable.",2009-02-01 15:05:55 +0000 UTC,5,5,0,1,Michael Jacovides,Philosophy,3.4
PHIL275,"He's rambles on about nothing for hours, he means well, a nice guy. Harsh grader, and has unrealistic expectations for entry level philosophy students.",2008-11-09 15:05:54 +0000 UTC,4,3,0,0,Michael Jacovides,Philosophy,3.4
PHIL303,"Also had Jacovides for 503 and 432.  He's great at clearly explaining strange and wacky concepts, and his jokes are pretty good.  Choco-Leibniz.",2007-06-27 00:55:21 +0000 UTC,3,5,0,0,Michael Jacovides,Philosophy,3.4
PHIL303,"He's getting a bad rap so far.  Not knowing where the old stuff ends&#63; He says when done &quot;That was review&quot; and passes out new notes, so I don't see the difficult. Very eloquent speaker. Material hard but interesting.  If you truly enjoy PHL and are willing to study=good prof. You want a blow-off class&#63;=someone else.  Gladly helps outside of class.",2007-04-30 21:35:43 +0000 UTC,4,5,0,0,Michael Jacovides,Philosophy,3.4
PHIL303,He always does a review of the previous class sesssion - hard to tell where the review ends and new stuff begins.  Reading text is not necessary to do the papers.  Funny at times.  Feels like purgatory.  Stickler for points - would not change grade for 1/2 pt.,2006-10-09 09:47:25 +0000 UTC,3,1,1,0,Michael Jacovides,Philosophy,3.4
PHIL110,No Comments,2006-09-12 19:46:25 +0000 UTC,4,2,3,0,Michael Jacovides,Philosophy,3.4
HONR19901,"Dr. Brite makes a class on a niche topic interesting, and gives assignments that encourage students to explore the campus. She assigns weekly readings that she annotates to help with participation in the lecture section. As long as you show up, participate, and make an effort on the assignments, you'll be fine",2025-11-03 19:46:39 +0000 UTC,2,4,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"while i didn't love the topic of this section, i was able to engage with the material enough to find it intriguing. many topics required abstract thinking (no concrete answers). she is very caring and likes to hear different ideas and thoughts during class. ",2025-01-15 05:21:32 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,Her teaching is very abstract,2024-12-10 22:21:02 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"This is by far the most uninteresting honors topic I have heard of. If Supermodern is your thing, go for it, but for me it was so boring. If you want to participate it is so easy to bs and act like you are educated in the field. Nice teacher, just the topic is not for me. Easy 100% though if you remotely try.",2024-12-05 20:32:36 +0000 UTC,1,2,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"Dr. Brite was great. Her class was engaging and very organized. She encouraged everyone to share their ideas in class and was always open to anyone's interpretation of the content. She grades based on participation and completion, so just make sure you turn in everything that is required and you'll be fine.",2024-11-03 05:21:39 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"Dr. Brite is an absolutely wonderful person and professor. It is clear that she is so passionate about her work, and she is great at instilling that passion in her students. She encourages everyone to participate and truly listens to what you contribute. As long as you listen and speak up if you have something to say, you will succeed in her class!",2024-10-23 15:44:35 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19902,"Professor Brite is very knowledgeable in her field, but the class was hard to get through because I am not interested in the topic of water problems. She is kind and an easy grader. There were a few readings and a group presentation at the end that you had to work on outside of class. It has to be 50 minutes long, so hopefully you get a good group.",2024-04-18 15:18:48 +0000 UTC,2,3,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"I had a great experience being in Elizabeth Brite's class. You can tell that she is passionate about the subjects that she teaches and is also passionate about Purdue's Honors college and its interdisciplinary pillar. Despite being an engineer, I found the subject that Brite was teaching to be very relevant to my future career.",2023-12-09 21:05:53 +0000 UTC,3,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR399,"One of the best professors on campus. Take advantage of her class to discuss topics about the environment, history, and more.",2023-04-14 19:32:30 +0000 UTC,1,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"Dr. Brite is a fairly easy grader, and the entirety of the class is weekly group discussions and presentations. Group presentations may take some time out of class, but they aren't difficult to manage, and her class is bright and fun.",2023-01-10 22:11:20 +0000 UTC,1,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR399,"Dr. Brite generally is very engaging and insightful about the topics that she teaches. She is very kind and always open to discuss the course materials and debate topics in the course. I did find that some lectures were boring or lacked any meaningful content, but otherwise the material was interesting.",2022-12-13 16:40:14 +0000 UTC,1,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"Dr. Brite is very nice and is obviously very passionate about the topic she teaches. I took her HONR19901 foods class. The class was very easy and all work was done in groups. There was some work to be done outside of class, but it was minimal. I found the class to be very boring but an easy A. ",2022-12-06 00:56:44 +0000 UTC,2,4,0,0,Elizabeth Brite,Anthropology,4.6
HONR19902,"Definitely a good combination of a professor that is tons of fun and makes you think. Loves being collaborative, and very passionate about what she discusses in lecture!",2022-07-11 00:45:57 +0000 UTC,1,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"I took the ""Food"" section which was split into, an online lecture and an in-person workday. Lectures were interesting and she has real-world food research. Some participation during lecture and she was quite friendly and encouraging. The homework is mostly readings and team projects. Not too difficult and a fun class!",2022-04-20 16:49:00 +0000 UTC,3,4,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"This class was just working with a group of people to read papers and make video reflections. Super easy, and Dr. Brite gives really good feedback on the topics. There wasn't a lot of work, and she was very engaging. Would definitely recommend her honors sections.",2021-12-06 19:18:16 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"I had Dr. Brite for the &quot;Food&quot; section of HONR 19901, and although there is a fair amount of reading that isn't too interesting, the class is an easy A as long as you show up and complete the easy assignments. Dr. Brite clearly cares about this topic and her students, and brightens up an otherwise pretty dry subject.",2021-10-17 22:08:29 +0000 UTC,1,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,Professor Brite made the class so fun and interesting. You can tell she is passionate about her field and its infectious. She even met with me individually so I could ask her questions about her career. Great teacher and loved her class!,2020-12-17 02:53:35 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,Professor Brite is the nicest professor I had this semester by far. She is so passionate about the courses that she teaches and that really shows. There is minimal homework in her class and some people got by without doing any work as it was all group-based. This class is an easy A and requires minimal time.,2020-12-16 18:37:06 +0000 UTC,1,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19902,Great professor for Honors seminar.,2020-05-13 20:20:41 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,Prof. Brite is so amazing. She is really passionate about the topic she teaches and has a lot of experience in the world about these topics. Highly enjoyed the class and the discussion about the topic with people from all different backgrounds. Would highly suggest taking any class from her.,2019-01-03 22:21:42 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19901,"Dr. Brite is a great teacher. Took her food class, which was very insightful and full of fun group projects which didn't have a strict structure. Dr. Brite is also very knowledgeable about her subject and loves to discuss it with her students.",2017-10-18 13:12:37 +0000 UTC,2,4,0,0,Elizabeth Brite,Anthropology,4.6
HONR19902,"Her water section was mainly based on group papers, which were very simple and could be knocked out in a couple of days. Lectures can get a bit boring but aren't extremely important in terms of grading as long as you show up.",2017-05-07 20:33:03 +0000 UTC,2,5,0,0,Elizabeth Brite,Anthropology,4.6
HONR19902,"Water seminar: Great Professor who prepares many interesting lectures. My only big problem is that all the recitations were group projects, which was frustrating. Always willing to carry on a conversation about her topic.",2017-03-08 17:42:32 +0000 UTC,1,4,0,0,Elizabeth Brite,Anthropology,4.6
HONR199,"Dr. Brite is really nice, engaging, and smart. She really knows her material and provides interesting lectures. She enjoys discussion and class participation. I would encourage taking classes with Dr. Brite.",2016-05-05 20:02:22 +0000 UTC,2,5,0,5,Elizabeth Brite,Anthropology,4.6
CHM116,"Her lectures are amazing and very engaging since she hand writes her notes, and it's really easy to grasp the material, the second professor didn't do as good compared to her. Makes you really excited to learn chem.  ",2026-05-02 21:30:01 +0000 UTC,2,5,0,0,Christina Li,Chemistry,4.7
CHM116,"Handwritten notes rather than reading off slides, and she is generally friendly.",2026-02-27 16:55:38 +0000 UTC,3,4,0,0,Christina Li,Chemistry,4.7
CHM116,"Loved her as my professor. You could tell that she was engaged with the course content by the way she lectured and answered questions. I found it super helpful that she projected hand written notes as she lectured, rather than just teaching from premade slides. Her lecturing pace was perfect. ",2025-05-10 22:58:24 +0000 UTC,3,5,0,0,Christina Li,Chemistry,4.7
CHM116,"My number 1 thing with her: she writes out all of her notes. This is insanely helpful. Thermodynamics, kinetics, and equilibrium are all math heavy concepts, and her drawing everything out makes it so much more digestible. Very few profs seem to be putting in the effort to write out all of their notes. Her speaking abilities are strong. ",2025-05-06 18:29:08 +0000 UTC,4,5,0,0,Christina Li,Chemistry,4.7
CHM116,Professor Li is so good. I loved her and I'm hoping she teaches other classes because she made me really excited to come to lecture. She's very personable and easy to watch. Highly recommend to anyone who struggles with coming to lecture because you'll want to come with her lecturing. ,2025-01-15 20:03:03 +0000 UTC,3,5,0,2,Christina Li,Chemistry,4.7
CHM11600,"Dr. Li is an amazing lecturer overall, during the first half of the semester of CHM 116 I had a perfect 100 percent in the class as she covers almost everything you need to know for homework and exams. I would still supplement her lectures by reading the textbook, as she does not use too many examples and skims over easier topics.",2023-05-17 13:50:10 +0000 UTC,3,5,0,0,Christina Li,Chemistry,4.7
CHM116,"Professor Li is a great professor. She writes everything down as she teaches instead of reading off of slides. This helps you understand exactly what is important. She also does examples by hand which is helpful too. Overall, great professor. If you are taking 116, try to get professor Li. ",2022-05-11 04:05:56 +0000 UTC,3,4,0,0,Christina Li,Chemistry,4.7
CHM116,"If you're in CHM 116, go to Dr. Li's lectures and office hours! She delivers simple, and straight to the point lectures without going off on tangents or overcomplicating information. First exam was really rough, but if you go to her office hours, she'll give you study tips/strategies for how to do better in the course. Overall,very nice and caring.",2022-03-23 14:20:49 +0000 UTC,4,4,0,0,Christina Li,Chemistry,4.7
CHM11600,"Great at teaching, seems to care about student&#39;s success, great handwriting and writes lecture notes. She explains topics really clearly and her examples are helpful when doing the homework. One of my favorite professors so far.",2022-03-02 16:17:55 +0000 UTC,4,5,0,0,Christina Li,Chemistry,4.7
CHM11600,She is a pretty good lecturer. She lectures at a great pace to take notes. Will require a weekly PARTE class which is basically mandatory TA office hours with ~300 people. Not a fan. ,2022-03-02 02:37:16 +0000 UTC,3,3,0,1,Christina Li,Chemistry,4.7
CHM116,Best handwriting in the game. Clear explanations on what is being lectured and does a good job of reading the chat during broadcasted lectures. Glad to have her for CHM116,2021-01-31 22:36:55 +0000 UTC,3,5,0,0,Christina Li,Chemistry,4.7
CHM116,"Dr. Li is fantastic. Best lecturer for CHM116! If you simply go to lecture, right down everything she explains/writes in her lecture notes, you should be prepared for most of the things on the exam. It's hard to get an A, but if you pay attention in lecture you'll definitely have a chance. No extra cred and exams are about 60% of the grade!",2019-05-03 17:11:11 +0000 UTC,4,5,0,0,Christina Li,Chemistry,4.7
CHM11600,"Her lectures were excellent. She wrote everything out live (no powerpoints). There were lots of examples. She oversimplified things sometimes, which hurt me on the tests. Still, the best gen chem teacher I had.",2019-03-18 02:28:39 +0000 UTC,3,5,0,0,Christina Li,Chemistry,4.7
CHM116,"Li was a great teacher! She explained things really well and gave mathematical examples as well as demonstrations. She teaches at a really good pace also, and she's super sweet and funny!",2018-06-04 23:36:59 +0000 UTC,3,5,0,1,Christina Li,Chemistry,4.7
CHM116,"Great professor, Helpful in office hours! Wasn't the best student and had to work hard, but I did well considering how I struggled with CHEM 115",2018-06-04 19:55:12 +0000 UTC,4,5,0,1,Christina Li,Chemistry,4.7
CHM116,"Dr. Li was a good lecturer. She explained all the topic in depth. In my opinion, I thought she dumbed chemistry down a little too much, considering how hard the exams were, but I would take a dumbed down version than a too technical one. However, she walked us through a lot of examples, which was helpful.",2018-05-10 17:05:21 +0000 UTC,3,4,0,0,Christina Li,Chemistry,4.7
CHM116,"Professor Li explains things very clearly! She has no accent, writes legibly, and covers all the material from the homework/exams. I really enjoyed havin her, because she made a hard class seem easy.",2018-04-09 11:59:19 +0000 UTC,4,5,0,0,Christina Li,Chemistry,4.7
MA265,Teaches calc 3 at UGA Super great guy and pretty good teacher. Old school (used a chalkboard all semester) but his teaching is good nonetheless and he will stop to explain anything that you have questions on. Practice in class was similar to exam and quizzes and homework was harder if anything so it makes good practice. Had a good experience.,2026-04-23 22:33:57 +0000 UTC,4,5,0,0,Yilong Zhang,Mathematics,4.4
MA265,"Calc 3 teacher at UGA not Purdue. Tests and quizzes are exactly like the practice problems done in class. The lectures are very in depth and easy to follow as well, with practice problems for each section. I would definitely take him if you get the opportunity too. Super nice guy too that cares about students.",2026-04-14 16:38:57 +0000 UTC,2,5,0,0,Yilong Zhang,Mathematics,4.4
MA265,Teaches calc 3 at UGA. I think his lectures are awesome and he is great at teaching us to understand the concept and the applications. Attendance not mandatory and he always answers questions super in-depth. Def take him!,2026-04-13 23:25:26 +0000 UTC,2,4,0,0,Yilong Zhang,Mathematics,4.4
MA265,"Good professor. just hard to understand. the class is reverse taught so you have to teach yourself the material for the whole semester, and you only go to class to take quizzes or to ask questions about the Inclass work. yet attendance is mandatory",2025-12-02 21:24:41 +0000 UTC,3,3,0,0,Yilong Zhang,Mathematics,4.4
MA265,Homework was somewhat annoying but the course is easy if you understand the theory of linear algebra.,2025-10-22 16:08:47 +0000 UTC,3,5,0,0,Yilong Zhang,Mathematics,4.4
MA265,"His lectures were very helpful in helping understand the content, albeit a bit slow. I especially liked his exam reviews, he showed a lot of shortcuts to solve practice problems and the like.",2025-06-05 19:32:22 +0000 UTC,3,4,0,0,Yilong Zhang,Mathematics,4.4
MA351,"Prof. Zhang is one of the better Math professors I've had at Purdue. I tried not attending his classes for a while and just learning from the textbook (which I did for Calc 1, 2, and 3), but his course content is more from his own lectures than the textbook, so I had to start attending his classes. The lectures are very straightforward",2024-04-12 19:23:54 +0000 UTC,3,5,0,0,Yilong Zhang,Mathematics,4.4
AAE590,Dr Oguri's 590 taught a lot of application which is sorely missing in the rest of the controls department. ,2025-11-20 21:09:15 +0000 UTC,3,4,0,0,Kenshiro Oguri,Aerospace Engineering,4.2
AAE590,Took Professor Oguri's Applied Control in Astronautics. His notes are well structured and he always makes time for questions. The homeworks are lengthy but they're often very similar to the notes and he offers lots of extra credit. On top of that the grading is very fair. He's a very intelligent guy and well qualified to be teaching the course. ,2025-04-29 18:57:48 +0000 UTC,4,5,0,0,Kenshiro Oguri,Aerospace Engineering,4.2
AAE440,"Oguri does not explain things well at all. I think you'll love him if you're already at his level, but goof luck if you struggle to understand some things. There's extra credit, which is nice, but the homeworks are either super short or insanely long, and not much in between. His lectures can definitely be a bit hard to follow most of the time.",2024-09-23 14:10:32 +0000 UTC,5,1,0,0,Kenshiro Oguri,Aerospace Engineering,4.2
AAE440,"Had Professor Oguri for 440, made me appreciate Spacecraft Dynamics a lot more! Homeworks tend to be a bit long, but if you watch his lectures and take notes, you should be fine given that homework is weighted more than the midterm and final. Cares about his students a lot, and gives a lot of extra credit to 440 students only.",2023-12-22 22:49:10 +0000 UTC,3,5,0,0,Kenshiro Oguri,Aerospace Engineering,4.2
AAE440,"Dr.Oguri has excellent lectures that do a great job of breaking down complex topics and making them easy to understand. While the homework is very long, doing them feels rewarding since they are worth 70% of your grade and also include opportunities for extra credit. I would recommend taking 440 with him if you are able.",2023-12-14 22:14:08 +0000 UTC,3,5,0,0,Kenshiro Oguri,Aerospace Engineering,4.2
AAE440,"Nicely and clearly presented complex topics. Class is graded 70% by homework, 15% by midterm, and 15% by final exam. The homeworks are biweekly and quite lengthy, but still fair. They also include ample extra credit (for 440 undergrad students only) that can make so that you don't even need to attend the final exam.",2023-12-14 22:08:49 +0000 UTC,3,5,0,0,Kenshiro Oguri,Aerospace Engineering,4.2
ENGR133,"Very caring professor, makes an effort to connect with students and is easily accessible outside of class.",2026-05-04 15:22:48 +0000 UTC,1,5,0,0,Aamod Samuel,Engineering,5.0
EPCS111,"Professor Samuel was the best professor I've had all year.  He was passionate about his students success and made time for students that struggled in topics. We would always have fun in that class and even if a project was really difficult, I was able to understand after going to office hours.",2025-12-15 22:26:47 +0000 UTC,2,5,0,0,Aamod Samuel,Engineering,5.0
EPCS111,"Professor Samuel is a great EPICS team advisor, he is always very clear with course expectations and deadlines. He is excellent with making sure the students are in charge of the direction of the project, but he is also very available for help and questions. He has a lot of expertise and is a great resource for working on the project.",2025-12-12 19:06:59 +0000 UTC,2,5,0,0,Aamod Samuel,Engineering,5.0
SOC324,I loved this class and professor! The class has easy online exams and 3 easy assignments. There are in class activities but they are not bad and 5-10mins max. You can tell the professor cares about the topics a lot and is very informed on it. Lectures are well structured and easy to understand. Easily accessible and an easy grader.,2026-05-04 16:17:40 +0000 UTC,1,5,0,0,Srushti Upadhyay,Sociology,4.7
SOC419,"Upadhyay is a great professor and very knowledgeable about the subject she teaches. I really enjoyed her class and her assignments. However, the writing assignments, while they do help aid the course objectives, are graded pretty harshly and are very time-consuming. Every week, a writing assignment is due; beware, this class takes a lot of work.",2025-12-06 22:09:58 +0000 UTC,3,4,0,0,Srushti Upadhyay,Sociology,4.7
SOC324,She very clearly cares about the subject and makes the material easy to learn and understand. Two homework assignments were easy and enjoyable. Tests were pretty much straight from the study guide. Would def take again.,2025-12-04 15:34:25 +0000 UTC,2,5,0,0,Srushti Upadhyay,Sociology,4.7
MGMT200,Nothing special; very boring lectures and has an attendance grade. Claims readings are required but def not. Pretty easy exams and easy course. Hw harder than exams.,2026-05-08 02:25:19 +0000 UTC,1,3,1,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Professor Maienbrook is an amazing instructor! Her class is not overly difficult because she genuinely cares about her students' success. She often offers a curve and provides plenty of extra credit opportunities. Additionally, she gives out study guides and past exams, which are incredibly helpful for test preparation.",2026-05-07 14:29:19 +0000 UTC,1,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,Is an excellent professor and is receptive to new ideas and discussions from her students. Would take her again if I have an opportunity to do so.,2026-04-23 03:23:46 +0000 UTC,1,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Maienbrook is really good at breaking down concepts in a way that makes them easy for everyone to understand. You can tell she genuinely cares about what she is teaching. The class does have a fair amount of homework, but it is not overwhelming since its only twice a week, which is less than most classes.",2026-04-06 14:37:46 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,Very knowledgeable and explains concepts clearly. ,2026-01-14 15:49:43 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Overall, the class served as a huge benefit to my education as well as my work ethic. Tara clearly cares about her students' comprehension and opinions, so feel free to speak up. ",2026-01-13 17:26:35 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Interesting lectures, cancels class pretty often, and grading is pretty chill.",2026-01-06 23:17:20 +0000 UTC,1,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Maienbrook is a great in two ways---
1. Structured: makes it clear what you need to do by when, what to expect during exams, and slides are pretty much all you need to know (I would suggest reading textbook to master understanding/if you're struggling).
2. Fun: actually makes accounting sound interesting, lectures are engaging, and so on.",2025-12-31 05:16:06 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,She really explains the topics very well in class and is overall an amazing teacher and gives extra credit on all exams as well.,2025-12-29 18:43:57 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Professor Maienbrook is AMAZING, she gave so much extra credit bumpimg my 90% final exam to above a 100%. She knew so much about accounting but broke it down into simple terms and was very understanding. Also the exams are multiple choice making them very doable.",2025-12-24 00:57:09 +0000 UTC,1,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Maienbrook is clearly knowledgeable about what she teaches. The class is well-structured, and there are plenty of extra-credit opportunities. She is also very approachable and offers flexible office hours. If you show up to class and actually do the homework, you're bound for success.",2025-12-23 18:42:00 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Maienbrook was the most competent professor I had this semester. Her course is well-organized, and her exams are straightforward. Watch her highlight videos for a good pre-class gloss. There are only 2 weekly assignments - both of which prepare you adequately for the exams. She genuinely cares. S/O to her TAs this semester (Nathan and Joseph) too!",2025-12-19 19:29:22 +0000 UTC,1,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Best MGMT200 professor. She is incredibly knowledgable in her field and her lectures make that obvious. Conveys the information of the class very clearly, keeps lectures engaging, and is always open to taking questions. Provides opportunities for easy extra points, just show up to class. Exams are incredibly fair, final is not cumulative.",2025-12-18 19:13:51 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Amazing professor, teaches well and is very knowledgable about the subject. Has worked out a great system for lectures, homework, testing, and participation. The course feels very well organized and the content isn't hard to learn as long as you do the homework.",2025-12-15 23:52:25 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"She is a great professor and her class, though test heavy, is fairly easy. Her lectures are engaging, and lowest homework & review are dropped. There are three tests that make up 60% of the grade in total (15, 20, 25) but the last is the final exam, studying should get you at least a B on each. Extra credit can be obtained and applied to each test.",2025-12-15 14:26:11 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"She is the goat. She explains topics very well and helps 1 on 1 very well too, whether after class or office hours. She is very good at explaining topics and if you are confused she answers questions and breaks it down well.",2025-12-11 04:50:17 +0000 UTC,5,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Amazing professor who really cares about the students. Class is somewhat difficult, especially if you fall behind, so be sure to stay on top of everything. Pay attention in class and make sure you actually know how to do the homework, and you'll do pretty okay.",2025-12-04 16:12:20 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,Maienbrook is an amazing professor. She makes a somewhat difficult course way more approachable. Great professor!!!,2025-11-18 19:03:11 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,Terra was an amazing lecturer and would prepare us well for exams. I left the semester with a very good understanding of basic accounting principles as well as how they relate to more complex topics. She is super approachable and definitely made time for students if they were struggling. I miss having her as a professor!!!,2025-10-02 12:12:10 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"She was overall a great prof! Very approachable. MGMT200 is also quite easy content-wise, but she is very adjustable. A decent amount of credit is given for attendance, so please make sure to show up to class. ",2025-08-16 09:32:55 +0000 UTC,3,4,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Maienbrook is a great accounting professor and seems very knowledgeable in her field. She is super approachable and nice, and her lectures are never too boring. There is tons of extra credit in this class, so just showing up will give you an easy A.",2025-05-13 23:18:55 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,In class lectures are good and get out early! IClicker questions very similar to exam. She's a wonderful person as well. Lots of extra credit opportunities.,2025-05-13 04:55:31 +0000 UTC,2,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"Incredible, incredible, incredible , cares about her students so much and is the sweetest person you'll ever meet. Do everything you can to take her class ",2025-05-11 19:42:16 +0000 UTC,3,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,Very easy class if you read her lecture slides and go to class. She's very good at explaining things as well,2025-05-08 15:05:45 +0000 UTC,1,5,0,0,Terra Maienbrook,Accounting,4.5
MGMT200,"she was a pretty mid prof tbh. seemed nice enough, read powerpoint slides, but was helpful to like go over basically exactly what was on the homework. extremely structured class, 2 online homeworks a week, iclicker points for attendance. i didnt rly go to class and it was pretty ok. boring af tho. midterm 2 is randomly hard so be ready.",2025-05-08 02:04:23 +0000 UTC,3,4,1,0,Terra Maienbrook,Accounting,4.5
MA34100,"Dr. Toms is an amazing prof. His lectures are pretty funny, and he explains the content quite well in lectures. I also think his homework and exams for this class are both very fair. Only downside is he doesn't upload notes, but he does reference which topics to look at and accepts a variety of proof styles. Take any class you can with him.",2026-05-12 17:43:35 +0000 UTC,2,5,0,0,Andrew Toms,Mathematics,4.6
MA261,"Solid lecturer, but can go too fast at times and the class information is tough. Something this professor could do better is repeating important information. Stories were funny, and made the lectures better. ",2026-03-12 20:15:44 +0000 UTC,5,4,0,0,Andrew Toms,Mathematics,4.6
MA261,"very engaging, very clear explanations. humorous guy.",2025-10-22 19:47:16 +0000 UTC,3,5,0,0,Andrew Toms,Mathematics,4.6
MA261,"Good lectures, notes were easy to take.",2025-09-15 17:40:05 +0000 UTC,3,5,0,0,Andrew Toms,Mathematics,4.6
MA261,One of the greatest professors of all time. His lectures were so fun to be in when he would make jokes. His notes and teaching style was also very clear for the students to understand.,2025-05-29 17:23:45 +0000 UTC,2,5,0,0,Andrew Toms,Mathematics,4.6
MA261,Greatest of all time,2025-05-07 01:49:45 +0000 UTC,3,5,0,0,Andrew Toms,Mathematics,4.6
MA34100,Probably the funniest professor at Purdue. Makes every lecture enjoyable and explains every concept extremely well. He was very accessible to talk to after class and always stayed to answer questions. Midterm and final were very fair and extremely comparable to the practice exams. Weekly homeworks were easy and he gives great feedback on them. ,2025-05-03 20:05:40 +0000 UTC,1,5,0,0,Andrew Toms,Mathematics,4.6
